カラー,*,*,5,名詞,一般,*,*,*,*,*,*,*,カラー
レザー,*,*,5,名詞,一般,*,*,*,*,*,*,*,レザー
オレンジ,*,*,5,名詞,一般,*,*,*,*,*,*,*,オレンジ
ブラウン,*,*,5,名詞,一般,*,*,*,*,*,*,*,ブラウン
ステッチ,*,*,5,名詞,一般,*,*,*,*,*,*,*,ステッチ
